FranchiseId	FranchiseSeasonId	Slug	Abbreviation	ColorCodeHex	ColorCodeAltHex
3421c11a-de1c-0d57-ab44-92ce1f161266	0ef30cb1-905e-052c-3058-4676f54ed8d1	fordham-rams	FOR	830032	909090
a6f08a39-c811-d022-2831-0d0acfb2400b	535d8140-8f7c-c716-54c5-e395bf3dee62	fort-hays-state-tigers	FHSU	000000	NULL
ce5e6652-234d-e08d-074a-a04101681a14	52b4fff2-936d-c77a-deb6-185bcd610340	fort-lewis-skyhawks	LEW	000000	NULL
fb8163c9-62b9-e573-cafc-d71577a0d8e2	81d92444-1068-0dc2-42fa-f7fbb3765870	fort-valley-state-wildcats	FVS	f9bd0a	2a307f
974bb9a6-52bd-adcf-9b85-e8f07e17128a	8ecfe908-d8c8-db5d-04b2-aa56740ae923	framingham-state-rams	FRA	000000	NULL
a96d22df-57f4-9bd3-8cb2-01a727472bc6	755daf95-ef98-96a1-51bc-4fc3b1722acb	franklin-grizzlies	FRNK	1b295b	fdd106
493672d5-1b44-2329-6d26-672693b643c7	2d90528a-bd8e-64fe-e73e-901136b6bf61	franklin-marshall-diplomats	FR&M	25377d	6cb3e9
b50f46f7-f241-ac2b-b3f3-ac0f2372a31b	1fefec6f-f4e9-4b26-707d-2aa29c94815d	franklin-pierce-ravens	FRA	ffffff	NULL
1a529c4b-106c-6e7c-b318-e688f8d617ff	a813c939-4dc3-8bf3-2293-969edc67885a	fresno-state-bulldogs	FRES	c41230	13284c
14d5e173-3acf-d432-64be-f4185ecdb43a	3ba8c4d2-2581-261e-9e7f-c7d48faab86b	friends-university-friends	FRI	ffffff	NULL
fbc07fce-d0e3-ddf8-ad7e-4f97d44436ca	4dff7116-f9d0-d84c-95c6-5aa6de6c4ace	frostburg-state-bobcats	FRO	000000	NULL
85031608-9221-a322-6ff2-638abe42b1ed	aa8aae6e-c825-bdb1-523c-2bb50f25c212	furman-paladins	FUR	582c83	ffffff
0d831794-662a-4406-7d87-fab747023b4b	5f34b839-34bb-25e1-9c6c-41e1a9bddd51	gallaudet-bison	GAL	000000	NULL
f6f1d5ed-ea11-2fab-bfe8-2390f4ce178e	9ce83c75-9bdd-7e55-0596-7d3a3af5bce1	gannon-golden-knights	GAN	000000	NULL
be6a844d-6a5a-f9ec-e770-3acbb14b5f93	96ffe3a2-2cb5-bd8e-e069-1daa8cc7c993	gardner-webb-runnin-bulldogs	GWEB	c12535	909090
5f682f12-13a7-1814-e43a-58072003ee3a	4d6a9675-b6c2-2481-97e1-a210090e7521	geneva-golden-tornadoes	GEN	000000	NULL
14711999-4e99-2575-e7bc-7e32a8e5aebc	a5cc15c0-125c-67bf-7266-1b28008ce031	georgetown-hoyas	GTWN	110E42	001c58
64754d05-a9b6-c36c-54b7-4e678b030fe4	464bf48d-6f78-bad6-394e-05b7534217f8	georgia-bulldogs	UGA	ba0c2f	ffffff
563d2382-b00f-f7df-5443-79dd7fb36235	eef0ac50-40cf-0a0d-3e66-34d44311eecc	georgia-southern-eagles	GASO	003775	f0f0f0
33478cad-7346-c461-4169-ba71823f7413	5f1252dc-d7ce-f677-2ace-f44d280ba9f6	georgia-state-panthers	GAST	1e539a	ebebeb
b6de1d52-1997-4d2d-913a-164e86902431	cd7d2f80-4634-2842-ed6b-d2d4f9a1eba0	georgia-tech-yellow-jackets	GT	003057	b3a369
f76ac63e-dabd-da09-57cb-83e8d3c5a57a	bdee2fca-02c0-06c5-598c-e429a1af6b6e	gettysburg-bullets	GET	000000	NULL
80dcc059-c074-c261-97ad-2ca4d493c347	8aa78939-ffab-7c55-240c-26c8e1552c80	glenville-state-pioneers	GLN	000000	NULL
f42e6f81-8d4a-966c-b1c7-c5590d0f0489	082ee8f2-5e13-f2ce-6c6a-ef739b60aafe	graceland-university-graceland	GRA	000000	NULL
3af5b5b3-d85c-5a8e-e6f2-8fba1df751a4	d35dfe0e-18dd-a4b3-1a31-9ef39b159002	grambling-tigers	GRAM	ee8601	ffd10a
9a7117f5-dbb6-08db-9a2d-897f0393090b	47d9c7cb-630b-77c0-a5af-9e5d6bd517ad	greensboro-college-pride	GRE	000000	NULL
a2eddbb7-13c7-1e3f-dbc5-8d761031795c	e4d67976-b12b-66f5-4f70-d1a3423de9d2	greenville-panthers	GRE	f36917	000000
c48c5d9e-25c1-b6e8-2f57-6a7c19939293	bfc9296c-3832-d91e-3ca9-584fa4ba0585	grinnell-pioneers	GRI	000000	NULL
2f6f2532-173a-9ff7-0752-71f8011bf43b	8e93c66a-a92b-db6e-aa01-b32b365eb766	grove-city-college-wolverines	GRO	000000	NULL
e1573c44-3f29-1f6b-aeee-296077c64fd1	391d6957-9f23-7348-cf54-4cfa0b519b10	gustavus-adolphus-golden-gusties	GUS	000000	ebb700
351389bb-7424-b186-975a-f2a58398b08b	0fcc77bb-31f6-ffdb-7c7e-374532645008	hamilton-continentals	HAM	062f87	d5b98b
a4640960-d4f7-040c-3019-e1d27e97c575	22121171-32e5-1c8c-dd2f-d939a13e0b48	hampden-sydney-tigers	HAC	900028	a8b1b7
4020f31e-42fb-a8b1-6868-518a9f81cea4	be63722e-b9d0-7253-d3cd-a3c67bf5b361	hampton-pirates	HAMP	0067AC	NULL
8ab88350-3182-bf7e-9dff-dac17de87f5c	d0b5a5c4-ebba-6d06-1d8f-73db1d04254a	harding-university-bisons	HAR	000000	NULL
42cbc6d9-d0c2-505a-ca79-82f57cad9a4e	1ccfae09-b13a-0efb-f74e-281a5b1aa8b7	hardin-simmons-cowboys	HAR	5b2d83	fec52f
ff2545cb-0676-76cc-7541-28ce8de8259d	922fa7ef-047e-439a-cdea-cf235e31e793	hartwick-hawks	HARW	000000	NULL
b50c11e5-db86-c770-ac52-686949a60969	933abdda-21a7-1989-6ff1-686c3b1a8f81	harvard-crimson	HARV	990000	dbdbdb
fee3ab97-c529-e03b-4c74-2fa11b7e350f	4cea5e03-d266-c2a4-71b2-8a55cb07bbba	hawaii-rainbow-warriors	HAW	003420	ffffff
1a770867-3e4c-aa3f-2126-cdc854f56bbe	cdd97777-b295-2aaa-205f-b8afd0329ffd	heidelberg-student-princes	HEI	000000	NULL
feeac92f-0be9-6529-558a-b31aa0311f44	69065fb1-d210-55d6-db87-912f887c9d0e	henderson-state-reddies	HEN	000000	NULL
24b1cbf4-caec-7c85-7008-b6bce4fc6e09	e4b572a1-9a46-c9c0-a434-43aa015e3019	hendrix-college-warriors	HEN	ffffff	NULL
5a1061ad-708a-e9f6-e2a4-cfb60a988781	704008a5-11ec-e94c-817f-faf33badd1cd	hilbert-college-hawks	HIL	ffffff	NULL
72778a89-fd88-6105-1be6-01c399b1e344	6d85ebe3-e433-2efc-6059-ec496878c9c9	hillsdale-chargers	HIL	000000	NULL
3346b238-834d-dce1-310d-dc81343d2e68	65540b5f-d1f3-e08c-5b37-6731b61aecdb	hiram-college-terriers	HIR	000000	NULL
6b80b6d7-50d6-4fc8-1786-4fd79454a0f0	c7b948e6-c37d-3b5f-42fe-a7f802be35d0	hobart-college-statesmen	HBRT	000000	NULL
d8b955a5-8f1e-652a-746c-efd46eded7e5	89c17d90-346b-3c3f-3ba7-60e52856cd89	holland-college-hurricanes	HOL	ffffff	NULL
2cbbede7-7fe8-4f1f-7c5b-80551989ee13	a07f9600-0a22-b959-c3f6-1bca9bb4d365	holy-cross-crusaders	HC	0a0a0a	080808
5156c758-7469-0455-3744-6bc9e3a354af	dbba30f4-9c99-6c8c-e90b-a12a4f468e56	houston-christian-huskies	HCU	00539c	NULL
5235d813-dab6-cde3-ce3e-558343075bdd	c7184316-a9fa-eaa2-ffe4-7e1ef1ab365f	houston-cougars	HOU	c92a39	ffffff
9bdfa296-e65f-284b-3a13-2ec17ab0d295	93b8069a-b3dd-f95c-d422-bc51a1dc34bb	howard-bison	HOW	003a63	e51937
987361a3-9637-5c02-c7f1-1ec6027471fe	eb1b0e77-5cb9-c146-9683-22d297f662be	howard-payne-yellow-jackets	HOWP	02215b	b5985b
c387217b-b977-81af-00d0-898483d5af61	7addaed5-b9f3-f524-5273-bf5d23be17a4	huntingdon-college-al-hawks	HUNT	000000	NULL
df454943-c157-9208-4676-84b66c1f92c1	e8588ad6-3557-891c-45ba-1424359c7748	husson-eagles	HUS	004b44	b09a5f
526a5545-d640-76c6-52bf-0a713f6c6f51	1dda10a1-ae25-cb89-2f75-439975f72c2e	idaho-state-bengals	IDST	ef8c00	e9a126
ba491b1b-606d-5272-fdf4-461cf0cb1be8	c4137ba3-5888-a7b5-d0c8-e7f85ea3ec89	idaho-vandals	IDHO	000000	8c6e4a
0c4a5a11-0af8-5a75-556d-c9697961140d	96df208b-cd08-be6b-6077-562753b30dba	illinois-college-blueboys	ILL	000000	NULL
38fd4008-bd13-d3d7-7724-b448a512406a	f68697ed-6f86-7f03-4773-fef3d22781f5	illinois-fighting-illini	ILL	ff5f05	13294b
72cb3f0c-fab3-5c48-babe-f4fbc304e74d	72d8b5b5-de01-9b92-292d-31df901e04c2	illinois-state-redbirds	ILST	CE1126	ffe716
b42f7687-2942-e7f3-d7f3-919a0ad5c3c6	94155e0e-76cc-7832-6ebd-2de077a7ecaf	illinois-wesleyan-titans	ILW	000000	NULL
3ff4b348-f07c-70a3-b37e-8e01c370d1c9	d7623d2b-517c-3c18-7171-f22274f6a006	incarnate-word-cardinals	UIW	000000	080808
3bd5b191-7fe5-193a-a250-6661ab493d60	c4ba3277-0dd3-8fe1-9edf-85fd3b6274b0	indiana-hoosiers	IU	990000	edebeb
90d4c200-9533-271e-d179-a0e031c264ee	a49014d4-606b-96e7-e809-8859c64ac20d	indiana-pennsylvania-crimson-hawks	IUP	000000	NULL
7c5af493-a167-34ac-f51a-e4aa331b652f	016b2d00-3c4e-a711-3c69-0f9665709650	indianapolis-greyhounds	IND	000000	NULL
5ecba1a7-02ed-5949-bd68-eb9e569f80c1	a57d09c1-fcff-cab1-75ac-dcbf60e99037	indiana-state-sycamores	INST	00669a	f0f0f0
5e97ed89-6e12-4a7c-09ae-aa4a8aa41513	d81196d9-0c36-e06a-11b9-a343e2ec46b0	indiana-wesleyan-wildcats	INWS	ffffff	NULL
d785d9ce-3f89-824f-3cd6-c4b25430a6e4	ba1bda07-66c3-d94e-644a-cdef370e9194	iowa-hawkeyes	IOWA	000000	fcd116
86f1f360-6e7e-c447-cc16-ba2b116ca53a	9b90895b-84f8-80ba-9a6d-1a90618afeb7	iowa-state-cyclones	ISU	822433	fdca2f
60a3b2b9-81e7-8fba-9387-813ec5df0937	87498e35-3a31-3a5e-0114-af983ef54627	jackson-state-tigers	JKST	123297	b5b7ba
2778c59a-7112-5949-b34f-8af524ae8b0c	da185aa7-ace8-599b-25fc-6d06eeb429b4	jacksonville-state-gamecocks	JVST	b50500	b5b7ba
5dde398e-8990-56b8-50f8-2a089c352841	0fccafcd-1f26-e830-5757-8e7db4bf8a51	james-madison-dukes	JMU	450084	b5a068
ac12a72c-9646-d211-d7bd-31405de5d3d8	ab63c1b7-0c6b-ecce-827f-845ee7ec1686	jamestown-jimmies	JAM	000000	NULL
3a02b650-5a25-bcce-06aa-5d80f3f42839	0c8056e9-1b80-d54f-e731-563309085b98	johns-hopkins-university-blue-jays	JHU	000000	NULL
98a6f64a-2b8a-3b72-bbb5-69736c465fde	fd778417-0f16-dd46-b358-072cb4774254	johnson-c-smith-golden-bulls	JOH	000000	NULL
54ffcf02-acd7-e9b4-0c84-76a2c8c5211e	207cbf40-3fb0-2680-2c29-d9ed6e9b82d6	kalamazoo-hornets	KAL	000000	NULL
1caed545-f092-d3d5-8c2d-0dad7b9501df	a32a29de-2885-9ed3-666b-e6a23a2183ac	kansas-jayhawks	KU	0051ba	e8000d
04869815-2dec-4b23-30cd-2820ec79f26c	d333cf6a-2e79-0faf-de49-8ec501efe283	kansas-state-wildcats	KSU	3c0969	e2e3e4
d818053f-e341-2cfb-61bd-07829f91cb85	c6dd7471-8636-8a27-e052-d48f3e857a95	kean-cougars	KEA	092f56	ffffff
e3df3ba9-1fdb-e4c3-a274-0922d82541dc	cc5c8d15-9f3d-8e77-a876-915efd18cb03	keiser-university-keiser	KEI	ffffff	NULL
2e10f039-5044-73c2-7572-6cfab36507ff	6593f9be-4349-2604-9440-c8a9ae64363d	kennesaw-state-owls	KENN	fdbb30	000000
d0003fa3-cd97-f611-f0ef-c9d9bea344e6	6b90fcc8-5102-c293-751e-94cb1b6b274a	kent-state-golden-flashes	KENT	003976	efab00
a1bd77c2-64fd-2227-5ef0-1a0e6ca1a0ac	a3f0e222-3337-dcfb-642d-bb73d00d4443	kentucky-christian-knights	KYCH	000000	NULL
4474ddf4-6bc2-4649-44d8-1fec9d6c8e05	9430d6af-6752-c9f8-52cd-f21338716e3f	kentucky-state-thorobreds	KYST	000000	NULL
46056ee3-7bc4-81a2-d67c-16af195716b4	b56039db-e743-af4a-00c8-a9c53fbec407	kentucky-wesleyan-panthers	KYW	000000	NULL
d1c27ef1-5ac5-d2ed-7b84-d90b9bdfddfc	71151ce3-4823-0d50-889c-a7ea9efae249	kentucky-wildcats	UK	0033a0	ffffff
9ea8ab3f-b64a-f0ba-8176-e10dba284d72	25dc7618-1efb-a163-b9ae-cae594aee380	kenyon-owls	KEN	000000	NULL
2cfd30b7-550e-00c6-822e-bfe4ea33a7f1	6a754fe3-6499-16b2-59d3-9b1f15856791	kings-college-pa-monarchs	KING	c41230	000000
a6056b11-6be5-867c-bce6-79327b31796d	6ede1656-7996-27b2-4ffe-5824a2ea5be5	knox-college-prairie-fire	KNO	000000	NULL
1483c7f4-04fc-7ab1-5743-29c7167d89c2	aedaee28-b7d0-a5d4-70ee-c604e566774e	lafayette-leopards	LAF	790000	a59474
7455814c-72da-9b29-25a7-f538ec2edcfe	a90d8910-6a85-cd3e-dd95-173699d76e5f	lagrange-college-panthers	LAG	000000	NULL
1b5fb9e1-08ae-b058-501c-759e4e966993	e8d5c3a9-b290-0d28-564d-c9e96bdec792	lake-erie-storm	LKE	000000	NULL
730661ad-bf18-7361-c4b8-b58c0d3c313c	800a5743-a751-abab-6b9e-6d6bd52c4f81	lamar-cardinals	LAM	000000	ebebeb
af538f56-197a-d633-6cba-c1a5f39b3975	73a3ed01-55bf-bb61-d8d8-1d0f808eb93d	la-verne-leopards	LA	004812	f89828
3137482d-52d6-9b53-28ec-308e4208e62a	f13369d0-1646-8167-f1dc-0fba376377fa	lawrence-university-vikings	LAW	000000	NULL
238a7f8b-c585-d4b8-f4c3-7f1f6972458c	dfd6debc-468d-e4bd-3748-70859b22dd70	lebanon-valley-flying-dutchmen	LEB	003767	ffffff
8d96b89f-c1f2-248f-352d-dbbdc4190255	6431f52b-79ea-89d2-1ea6-e49fefca5cd8	lehigh-mountain-hawks	LEH	6c2b2a	b69e70
a074a450-bc7b-d075-289c-8c444a04cd9b	32681d63-4fe3-6234-87b8-158f4141e3fa	lenoir-rhyne-bears	LEN	000000	ffffff
96e2a03f-5d1d-9148-afe5-dc591c53a729	d83a6ba9-0b36-406c-da77-cde55c7347be	liberty-flames	LIB	071740	a61f21
142c8251-a815-dea0-30ed-79599fba658d	2382548e-ffb6-b273-e5dc-c7d51f02fd17	limestone-saints	LIMESTONE	19468d	fff607
00b2d378-8fbe-ca72-be8a-cfabc4a7cfc6	56ab294e-b14c-2708-7a82-491b9556ba26	lincoln-ca-oaklanders	LIN	ffffff	NULL
0118e983-4aa7-3854-2e44-77bfce58536b	c35988f7-aa73-fa79-f13f-ce6d734a26f7	lincoln-mo-blue-tigers	LIMO	000000	NULL
19340d55-e908-cc8a-a411-fb2c9882b55b	14f5d1ed-8d47-d36b-5901-71a1ca90c800	lincoln-pa-lions	LINP	000000	NULL
a9f7556f-6eca-1410-9724-7126572eb244	8c1d8bba-b139-9b55-6e9f-1842c6e2b1b9	lindenwood-belleville-lynx	LIN	ffffff	NULL
8d5db635-dbed-a0d1-863a-1a8d30a09894	e55a11ac-9c9d-7b7e-1785-4e592a920dd0	lindenwood-lions	LIN	000000	NULL
bd1ec2b9-ae00-bbfb-21da-c2370e234997	cb25c9c0-aa9e-d1ef-9bb9-090fed4413a6	lindsey-wilson-college-lindsey	LIN	ffffff	NULL
958b7407-3335-dbbe-d587-b873d1c3663c	677a98f6-d415-f8ad-0b76-9bf937e72214	livingstone-blue-bears	LIV	000000	NULL
26e2ef2a-99f5-525e-a77b-704fcb0a3a3a	9a99f0fd-595a-191a-f639-38532a8e22c8	lock-haven-university-bald-eagles	LHU	000000	NULL
2e0cd372-bbfa-22b4-40d2-514e240a7dda	85cdbc5a-b876-0d39-c77c-e7d855db74e1	long-island-university-sharks	LIU	ffffff	NULL
4b89e049-6ec8-be32-4e50-dc9adc2ed694	6054b730-0532-2ca0-cd0d-d747dd2690a5	loras-college-duhawks	LOR	452d7d	d2b888
6de5bc3b-9687-1cc6-a980-54ce463526c0	9ff26169-f36f-9169-5b12-c019fb176a9e	louisiana-ragin-cajuns	UL	ce181e	ffffff
4db92209-d674-7194-e646-4dea6d7f70eb	c0697d38-1f79-e955-af73-d9c59db53bb8	louisiana-tech-bulldogs	LT	002d65	d3313a
5db06913-7501-53c6-35d2-d87cc3999ae9	8d8b234c-3947-e36e-917a-80eec7c1905a	louisville-cardinals	LOU	c9001f	000000
d2ca25ce-337e-1913-b405-69a16329efe7	c13b7c74-6892-3efa-2492-36ebf5220464	lsu-tigers	LSU	461d7c	fdd023
3f50123a-99ac-0945-b16a-8c63ff7a68c8	d7da983d-a74a-a78b-2a4e-938246541f16	luther-norse	LUT	015a9c	a5bbda
907977b5-efae-39d9-73d2-649c930c0082	a5a0f64b-f2ff-75f6-9b15-e073de453056	lycoming-warriors	LYC	15283f	eaa22e
df791de7-b272-f3db-5131-8ec7b05463c8	9898900b-53e1-09dc-54d3-532cd5c2d5fe	macalester-scots	MAC	000000	NULL
c4fbf3f5-da17-9d61-c5d9-2729f627a6c3	dbe4cabc-83e9-aac1-571f-e5abcd39318a	madonna-university-madonna	MADON	ffffff	NULL
6fd02335-d71e-63ce-352e-0ad6da370215	72d523af-5440-e64f-fac3-1f163117f024	madonna-university-mich-madonna-un	UNK	ffffff	NULL
21fdce92-5bc7-1283-7d25-a75e86d245e5	6fd89f4b-047c-748f-3bc5-0eff55e51a0f	maine-black-bears	ME	127dbe	NULL
25cba4b0-08d3-ac02-c37f-9e44ac69e9da	3b0fc121-b3db-e8e0-2379-c8fec4409dd5	maine-maritime-mariners	MAI	000000	NULL
1770cbd0-5102-50c1-18cd-b46f5022fdf0	c82369c6-0963-7a7b-3d58-423fd44f22d1	manchester-spartans	MNCH	ddac14	000000
75b66cd7-14e4-55f7-cf50-ef257773daa1	ca74f2f9-1e82-5645-3815-1f9ead904f01	manitoba	MAN	000000	NULL
8ce832e2-2437-266b-e1f2-c84ea6de0525	e3ad023c-7dc1-1b13-0c16-baa7e091e298	marietta-pioneers	MAR	000000	NULL
fc019f76-6714-ccf8-ca47-56aafdccd67f	5b556775-950c-c03e-ae54-52c6f84230c7	marist-red-foxes	MRST	e53730	f0f0f0
88cdb2d0-816a-0e3c-2c91-6795af15e5df	193be1fc-bcb1-e301-5b2f-9a6e4b043f24	marshall-thundering-herd	MRSH	00ae42	be854c
a0029906-145b-3071-d560-9f02a75027ee	3c006007-53ef-9950-0a23-7aff2a1bc0e0	mars-hill-lions	MH	004b8d	efc814
4d29da7c-4a34-d82b-79a5-e185508e2814	a02e5490-6687-c12d-42d9-002f8b45d1da	martin-luther-knights	MAR	000000	NULL
8e04a0fe-21db-1dc3-9573-a1230982c5c0	833b4b52-373c-33cc-362a-5a4c2316a6bc	mary-hardin-baylor-crusaders	MAR	492f92	fece1c
cbe2077d-42b2-4afc-c00a-9d84babd48d9	7c6a3c74-dd7b-736f-ba46-d769b6ec26d2	maryland-terrapins	MD	D5002B	ffcd00
a374b0aa-0626-32c1-3ec7-8e7465f6963c	817d81fa-0fc0-ee4d-e0c4-e4219359c1bc	maryville-college-tn-scots	MVTN	000000	NULL
bb36ec85-5baa-6a86-41f1-41005df51a17	26228fbe-9a44-c542-a2d0-41bbc5e4dc73	massachusetts-minutemen	MASS	880007	NULL
2e314efe-21b3-b23c-83d3-569bc6d9df84	a0738c72-95e6-d087-7d93-331a20a22b04	mass-maritime-buccaneers	MAS	212c62	fed523
d546e556-1bc1-1f9e-471e-4f624b9fb67b	5c70972a-e835-da4c-44c5-e692d44ba4b3	mayville-state-comets	MAY	000000	NULL
dcd40b4c-7699-4a86-07dc-6a7195513490	8592a183-ecb2-256e-689b-127f40462c90	mcdaniel-college-green-terror	MCD	00674d	f5cc2e
a67b198d-02ce-d381-66e9-c4c6421468f4	7f4ba453-72f6-453f-180e-e6c47da32c69	mckendree-bearcats	MCK	000000	NULL
aa82c21f-ec48-025a-20a5-83a8914e920b	0045497b-5fdf-3a79-efec-efb55708e0e4	mcmurry-war-hawks	MMR	98002e	000000
8f7af099-5eb0-90b5-d12b-ff74f7ef51a0	260d71ae-d52c-5bf0-5299-905cab7a5dba	mcneese-cowboys	MCN	00529C	NULL
e4df5c35-e118-0b2c-b2a3-2da6a5a71c55	d731cc7f-a671-e41e-5568-0b817ef911b2	memphis-tigers	MEM	004991	8e908f
9d0f3843-65e2-3bca-9c01-d396c48b6af1	d31f06b8-ab37-2bf3-d558-585a60eb5837	menlo-college-oaks	MENLO	000000	NULL
0e277f1d-af5b-b62b-328e-6e17acfe4e88	9a9b6d10-c481-d38a-b09f-d126e4ee9cd9	mercer-bears	MER	ff7f29	080808
3f3aacf5-cfec-3452-542c-1dda550b087b	5887f8e1-86d8-f1d9-bd3b-52cfdc7b94a7	mercyhurst-lakers	MERC	000000	NULL
d0b151ec-ddc0-3a65-67e5-d98e62aaba18	5fc96c9e-fbf1-8fb9-8cd5-10d88c477150	merrimack-warriors	MRMK	000000	NULL
ae1d4789-8048-20a4-aeec-d6dfff5b6fcd	3d091cd6-fc83-afc1-e016-a2bad455d900	methodist-monarchs	MET	000000	NULL
135bf39f-906e-6ac9-e5ac-1821d4dc3040	c0024794-e25c-5422-4cee-7698afeca626	miami-hurricanes	MIA	005030	f47321
b76fa6c3-3a19-d621-eb72-dd26c66f0674	ee7c8cb4-b1ad-6417-994a-0abab886d96e	miami-oh-redhawks	M-OH	a4000c	f0f0f0
70e2aa2a-c2be-fcc8-b0aa-353eb4d93d21	4dfe77bb-b038-8eed-3093-b5024df53850	michigan-state-spartans	MSU	18453b	ffffff
2ba52db4-a2d7-be8a-003e-c0bb681fde44	05244751-456a-b131-e5eb-75ae5f0af076	michigan-tech-huskies	MTU	000000	NULL
8e6245b8-c191-01cb-974e-304349236dfe	c808465b-42c7-ddb7-9439-9f6e88a69b15	michigan-wolverines	MICH	00274c	ffcb05
6dd2d0fa-e8fc-15cc-6ad0-e3bf9b2c735c	2f901d0e-e231-6821-9f5c-71db01246326	mid-america-nazarene-mid-am-nazarene	MIDAMNAZR	ffffff	NULL
93f9d78a-e13b-d02e-4886-3209c8877cd9	7b62c2ee-be6f-dc18-d340-1f297ac45e80	middlebury-panthers	MID	365a8a	ffffff
d81341a1-8826-093f-9564-c6805f5261ce	ebcb61c3-e889-b621-5eaf-9a9c6cd13006	middle-tennessee-blue-raiders	MTSU	006db6	ffffff
10141a7d-2e34-5e77-20bc-0daebe79d09d	e6d7f00c-aa1b-4ed5-ad2d-2aecc5bf6ee7	midwestern-state-mustangs	MID	000000	NULL
90c5b80a-d642-bd97-f67e-dee10ce19073	40b3c2d6-c27c-db51-2388-00434084d184	miles-college-golden-bears	MIL	000000	NULL
81cb397b-f3e6-4ec5-6de1-8ad76f9e033a	eb1fecf8-3493-17dc-541f-48c7360d71fd	millersville-marauders	MLR	000000	NULL
68bec21d-bc5e-bbc4-e2cc-ced3e751ca7e	262dd5df-c944-dfb5-5682-2f6edd518d33	millikin-big-blue	MLK	000000	NULL
ebcfefb5-b5ba-494b-7661-2c27215b315c	1671ee8f-eaa2-5502-1ad7-9d59bc607dd0	millsaps-majors	MLSP	000000	NULL
17be3fd7-5057-5fe8-05f6-a36e1b8be22f	6a67cf16-e33e-57b7-7094-be15b29f5bdf	minnesota-duluth-bulldogs	UMD	000000	NULL
fd985899-1d63-4732-9969-842b738a626a	6cb2f813-0f98-c5af-e647-4ddcf2b58398	minnesota-golden-gophers	MINN	5e0a2f	fab41c
d192e047-7da4-e518-50d9-384f5e2db4ee	0f3765ab-f761-2de7-7b49-5d789f5d5e8d	minnesota-morris-cougars	MINM	8d191b	e19c25
48884ef7-9a4f-ef19-4e76-58fca37d430a	de5f3eab-043a-4901-f673-8753407a5d81	minnesota-state-moorhead-dragons	MNST	000000	NULL
4cdf8c3c-8c00-e9de-2d14-d5778f07e043	6c46295e-ad27-acb8-a813-be48f1a9c1a9	minot-state-beavers	MNT	000000	NULL
d981a008-2493-114a-c900-ed29e1c22b23	db11bc0e-3dd0-753a-78c2-4c45cab53941	misericordia-cougars	MIS	000000	NULL
0df20441-51cf-754f-b636-55e1ae6dcae5	0f4b5a11-d15c-946b-62df-7439ffb49b89	mississippi-state-bulldogs	MSST	5d1725	c1c6c8
2a9dee92-f98b-58cd-50be-47d58d7b8386	8871a577-1d35-59aa-e9a0-09820f58855a	mississippi-valley-state-delta-devils	MVSU	005328	cf2d34
bc28133c-52be-2b60-07d4-3d4ddd3be7c3	2abdcd5c-470a-c213-4c53-dfa7269b42cd	missouri-southern-state-lions	MOS	000000	NULL
1b3c5c4c-229c-ae36-da03-f733882db3e4	68ca12c9-e48c-69a3-f788-6616e643cfb9	missouri-state-bears	MOST	5F0000	e8e8e8
26989193-44f7-b486-e909-5fc76a692868	ce820a02-c7d7-c593-5fbf-a8387935b82f	missouri-st-miners	MS&T	000000	NULL
4ff141f3-b716-cba7-323c-6d891b167b52	9130be89-0706-9aa1-927c-06fb75a303cd	missouri-tigers	MIZ	f1b82d	000000
fbda3d1d-40c9-2d0c-687c-bd141a811c51	bb09adb2-2c69-f00b-fafd-2ee9d968b949	missouri-western-griffons	MIS	000000	NULL
4d4f3c64-08f2-8c44-124b-724630b681ef	473daaa1-d674-62f6-a035-883ed37b98a5	mit-engineers	MAS	000000	NULL
889d645a-2847-6083-a744-92e655c3e803	81867279-42d5-99c4-c3c9-5b7ca2b0f383	monmouth-hawks	MONM	051844	NULL
dc6bdec8-291b-8da6-098a-d9e0068809a7	33c349db-cdf7-8e13-953e-5ebf17348489	monmouth-il-fighting-scots	MNM	000000	NULL
87479696-f898-2c93-89ed-69ba60d5d223	cc8f99fc-c939-137d-a2d8-7eac04a53418	montana-grizzlies	MONT	751D4A	666666
2217db5b-ba89-3982-fe31-6a4305131a46	11d62bf3-2b9e-4410-eb1d-318e9580b16e	montana-state-bobcats	MTST	00205c	bc955c
a0a2f570-1656-b385-e1d2-930745266ef9	d40ee750-a2af-427b-4ec9-24a56f0c394a	montana-western-bulldogs	MTW	000000	NULL
61afc81f-ada3-953e-9b4c-9b80de79e5d6	4baa8e3d-95b8-52ba-79c3-74638080fcc9	montclair-state-red-hawks	MON	c20f2f	53585a
ad4c88a2-70fb-d6db-da22-814adc2cafdf	d18c866a-f0f3-5e07-a2f2-f395dd5a0313	monterrey-tech-borregos	MON	000000	NULL
40f32659-b823-fe79-6cd3-40fd498de965	229f5a36-2e81-27fc-3521-328b6d465dcf	moravian-greyhounds	MOR	1f3361	a5a6a9
abe82e6a-ab02-cec3-d2fd-7da9c0b87b5b	06b14563-d17a-5e0e-9a3d-dd090cc0ff17	morehead-state-eagles	MORE	094FA3	fed91a
199b41c4-a9cb-5075-052f-f8c31107ce47	fd011a0d-7c10-be89-e259-704c6728928c	morehouse-college-maroon-tigers	MOR	000000	NULL
4393839a-c9ed-0d89-69de-4a17f9fd1161	c2e83617-9f7c-ab22-5bf3-b7a6f359b5a7	morgan-state-bears	MORG	014786	f47937
